date,station_id,station_name,latitude,longitude,PM2.5,PM10,NO2,SO2,CO,O3,AOD,col_NO2,col_SO2,col_CO,col_O3,col_HCHO,t2m,r2,blh,u10,v10,AOD_lag1,col_HCHO_lag1,day_of_year,month
2025-10-12,STN01,Delhi (RK Puram),28.56,77.18,62.13,136.38,58.17,1.89,1.88,4254.3,0.17719814161560732,1.9730135519914286e-05,1.5291163664061183e-07,0.0817573438956286,3.537805571767131,0.00017868036969170034,295.4028300334046,74.10141590481307,959.9275360505869,2.290841054757278,-2.5203809283166585,0.1454504594277074,0.00016974526066156512,285,10
2025-10-13,STN01,Delhi (RK Puram),28.56,77.18,58.26,125.1,60.2,1.0,2.24,4107.5,0.17548603355793546,2.030654458204476e-05,2.4165093110090744e-07,0.0796307505554189,3.421528254898811,0.000167799156388096,293.62006619999295,64.0147565374006,935.1642431460346,2.5940927303097947,-2.0028569489457193,0.17719814161560732,0.00017868036969170034,286,10
2025-10-14,STN01,Delhi (RK Puram),28.56,77.18,52.89,113.81,62.42,1.0,1.43,4373.36,0.1434497557222447,2.1056536696567654e-05,1.1429506281383044e-07,0.07677926546539915,3.6417046023934976,0.00017230113830921893,294.6584732108098,65.96988142510973,900.7948934327944,1.5628489972168529,-2.6783254189241164,0.17548603355793546,0.000167799156388096,287,10
2025-10-15,STN01,Delhi (RK Puram),28.56,77.18,52.66,127.26,65.41,1.0,1.71,4578.89,0.1666481167396531,2.174238405547097e-05,2.099791055074954e-07,0.0800777677224482,3.8125604577136345,0.0001749813620288036,294.75871296003356,63.35253163279259,869.8141932843128,2.4861072958044383,-3.0951163887946427,0.1434497557222447,0.00017230113830921893,288,10
2025-10-16,STN01,Delhi (RK Puram),28.56,77.18,60.81,135.26,64.14,1.96,1.78,3907.54,0.16738419081465114,2.0255697512210024e-05,9.881820639543443e-08,0.08381857668577285,3.2517205337506416,0.00016008744364070263,292.08777787709647,64.91109800910435,947.9426690102974,2.1465264470157206,-2.577228126025016,0.1666481167396531,0.0001749813620288036,289,10
2025-10-17,STN01,Delhi (RK Puram),28.56,77.18,60.12,126.49,55.87,1.0,1.92,4067.88,0.15908841971887194,1.981245050325765e-05,2.4584375261370935e-07,0.07704064375230678,3.3974228736398744,0.00017103518880245942,293.83022759565057,71.3897336132753,957.0987834859583,2.4456015918649783,-2.3844486492464956,0.16738419081465114,0.00016008744364070263,290,10
2025-10-18,STN01,Delhi (RK Puram),28.56,77.18,39.68,103.06,62.29,1.0,2.32,4087.05,0.17583631458173293,2.033340902021813e-05,1.861877589791593e-07,0.09080801149800022,3.402310967006101,0.00016681932863296873,293.3965031261916,63.16053452529918,929.3282274753857,1.8831017797540939,-2.2607292778527097,0.15908841971887194,0.00017103518880245942,291,10
2025-10-19,STN01,Delhi (RK Puram),28.56,77.18,35.51,83.92,65.85,1.0,1.34,4197.07,0.16206788574652006,2.0681147941260307e-05,1.8342105838897977e-07,0.07903554906547264,3.500199147885778,0.00016857341611187387,294.2405357788261,59.339207227654576,908.7602085300341,2.685213758964777,-2.473039608401647,0.17583631458173293,0.00016681932863296873,292,10
2025-10-20,STN01,Delhi (RK Puram),28.56,77.18,70.65,143.87,65.13,1.0,1.64,4299.69,0.19971794980117655,2.2511452872520587e-05,1.7582698083196443e-07,0.07853948911936943,3.5781171333942394,0.00015867930381844068,291.91473741474226,62.690658178331056,840.2538156390312,2.7615610734494185,-3.1229738969919407,0.16206788574652006,0.00016857341611187387,293,10
2025-10-21,STN01,Delhi (RK Puram),28.56,77.18,46.47,108.79,74.16,1.0,2.21,4315.89,0.1522829022946759,2.228890652771353e-05,2.1248733893353322e-07,0.08241395856066314,3.591506886757596,0.00016072729836442748,292.06887361527123,65.70908441650607,871.0281837353098,1.8113409619970893,-2.48762675515502,0.19971794980117655,0.00015867930381844068,294,10
2025-10-22,STN01,Delhi (RK Puram),28.56,77.18,98.41,187.55,58.96,1.42,6.51,22578.14,0.36193495587485636,2.070501224453261e-05,2.1787474547265464e-07,0.27588315136064195,18.80950848705656,0.000907963351178032,291.4482208044345,65.86521614200151,916.6045347794422,2.189046290067251,-2.1266304896516446,0.1522829022946759,0.00016072729836442748,295,10
2025-10-23,STN01,Delhi (RK Puram),28.56,77.18,137.61,266.15,64.5,1.0,11.03,42945.89,0.59446746699554,2.0526479678980292e-05,2.237426094124051e-07,0.49781892217438395,35.79265204438221,0.0017430485948314557,294.07589285152227,66.69620906485484,932.5471437681452,3.326693511729334,-2.514612025383405,0.36193495587485636,0.000907963351178032,296,10
2025-10-24,STN01,Delhi (RK Puram),28.56,77.18,185.49,316.34,60.45,2.76,16.14,66941.86,0.8073258820162504,2.170447915266476e-05,2.100596812103618e-07,0.7251928714901739,55.78904235765387,0.00256982771653882,291.0127363569992,61.41341090526046,874.2298368202415,1.5014569623554472,-2.7265735488600438,0.59446746699554,0.0017430485948314557,297,10
2025-10-25,STN01,Delhi (RK Puram),28.56,77.18,241.73,405.04,68.35,1.0,19.81,92048.82,0.9554061571900829,2.4398059342795227e-05,1.6444896859946738e-07,0.8791644174226068,76.70861032374975,0.0031437919947728946,292.40516858936707,60.90435070487628,755.7160047378276,2.9201277236705314,-2.1439373894397886,0.8073258820162504,0.00256982771653882,298,10
2025-10-26,STN01,Delhi (RK Puram),28.56,77.18,312.99,518.88,70.18,1.79,26.81,120289.57,1.300561786589406,2.3331698389372447e-05,1.4518962906626436e-07,1.1968827426747135,100.24003781217301,0.004296047822644597,292.822155496098,66.05604457933254,817.0095664294744,2.0789041500748797,-2.7287765474720285,0.9554061571900829,0.0031437919947728946,299,10
2025-10-27,STN01,Delhi (RK Puram),28.56,77.18,313.05,535.07,70.43,1.0,28.32,136186.2,1.3320951228947508,2.493648152567683e-05,3.443587813577173e-07,1.261747919388577,113.49405172734286,0.004551245973864374,292.3291638833085,62.32523659782593,758.2403007488045,1.7192434398505356,-3.1457722063712366,1.300561786589406,0.004296047822644597,300,10
2025-10-28,STN01,Delhi (RK Puram),28.56,77.18,359.45,602.7,74.71,3.24,34.24,151756.29,1.6387052334639989,2.2950207663215178e-05,2.1724696380668494e-07,1.5224439155005165,126.46197547736058,0.005509970564112356,291.87869257671247,65.09512947289289,817.3307974116988,1.266749734922011,-2.357629510176093,1.3320951228947508,0.004551245973864374,301,10
2025-10-29,STN01,Delhi (RK Puram),28.56,77.18,418.63,686.01,60.62,1.0,37.34,177575.77,1.759354077876007,2.4390838514255035e-05,2.8717670178012354e-07,1.6577402690209015,147.97911344019414,0.006066655521712066,291.4813535229896,65.31819271360982,763.4607421044727,2.0842381410102093,-3.7930809627402717,1.6387052334639989,0.005509970564112356,302,10
2025-10-30,STN01,Delhi (RK Puram),28.56,77.18,476.42,790.67,69.11,1.0,43.51,199238.24,2.009058797398015,2.3517862383865557e-05,2.0687086147741196e-07,1.928733827059394,166.03336735260413,0.007059753996029597,288.9201829067993,61.299049921450106,797.3000146718016,1.9748692142096038,-1.826718811173981,1.759354077876007,0.006066655521712066,303,10
2025-10-31,STN01,Delhi (RK Puram),28.56,77.18,508.01,840.87,64.63,1.0,46.29,206820.92,2.1619341538553343,2.2629055732051586e-05,1.826077700651029e-07,2.0721952047033256,172.34938503558575,0.007615903988018139,293.02241059478405,70.1272358661967,832.330030571759,1.2227931901317675,-2.467536119952637,2.009058797398015,0.007059753996029597,304,10
2025-11-01,STN01,Delhi (RK Puram),28.56,77.18,533.18,866.11,75.09,1.73,51.86,250340.41,2.4010129377647043,2.4582072067887634e-05,1.3818148288346475e-07,2.313345840032225,208.61554310086277,0.008486104786666388,292.1488140449106,78.26702432057766,770.227668763156,2.7354808019142354,-2.351338946752206,2.1619341538553343,0.007615903988018139,305,11
2025-11-02,STN01,Delhi (RK Puram),28.56,77.18,479.57,814.87,71.81,1.0,46.39,203736.31,2.138464053178267,2.2431208255549652e-05,1.6709927054584625e-07,2.0604155094472696,169.78766046642727,0.007568975587644198,289.83359461637053,66.15231674322038,831.0718943695782,1.8702052525372306,-2.3398679020384896,2.4010129377647043,0.008486104786666388,306,11
2025-11-03,STN01,Delhi (RK Puram),28.56,77.18,538.49,887.16,87.54,1.27,49.5,264592.47,2.3244980535554065,2.7237780029464692e-05,1.6823395590746093e-07,2.2171169405553965,220.49705578859283,0.008095090586140254,290.78796532932785,66.75136619858017,695.5150518038338,1.9473473633849674,-2.8353780000514015,2.138464053178267,0.007568975587644198,307,11
2025-11-04,STN01,Delhi (RK Puram),28.56,77.18,611.27,1000.46,64.16,1.0,56.3,242881.96,2.594317719501021,2.2002856965195807e-05,2.56841080345907e-07,2.495050188295344,202.40374805532028,0.009198572822558353,291.76846395767666,64.4321592312754,864.2094276287445,1.5529108294796152,-3.109291958521518,2.3244980535554065,0.008095090586140254,308,11
2025-11-05,STN01,Delhi (RK Puram),28.56,77.18,667.3,1092.72,63.61,1.0,63.66,295018.68,2.917228011051768,2.3695308288957086e-05,2.239646985403974e-07,2.8167090410491746,245.8575652912838,0.010375547952593621,289.7648276852884,67.61984751376369,784.8640022361591,2.4805837490687908,-3.0365612096683,2.594317719501021,0.009198572822558353,309,11
2025-11-06,STN01,Delhi (RK Puram),28.56,77.18,602.71,1002.67,59.3,1.0,56.41,240079.02,2.5617710291748836,2.157699541979585e-05,1.4439509696513003e-07,2.5156483504625706,200.07216607346635,0.009271821034074144,291.7502362592742,60.46804320852,873.637459258996,2.0088382686760697,-1.943924435270755,2.917228011051768,0.010375547952593621,310,11
2025-11-07,STN01,Delhi (RK Puram),28.56,77.18,623.47,1042.92,81.14,1.0,59.52,270277.04,2.6999895702901915,2.313380146630888e-05,2.1571829071331553e-07,2.635171913438546,225.2319315420809,0.009735610818552055,292.7060872798038,66.88109364736364,814.1881992936846,1.9063401386078094,-2.111232176938101,2.5617710291748836,0.009271821034074144,311,11
2025-11-08,STN01,Delhi (RK Puram),28.56,77.18,505.37,828.82,74.79,2.8,47.76,231854.15,2.208149194353948,2.4744096822261504e-05,1.931228953631764e-07,2.124813332544042,193.2141661395248,0.007808290704769941,291.02682954716056,66.46309226558456,758.8376383757814,1.9823476936220716,-3.074761288808902,2.6999895702901915,0.009735610818552055,312,11
2025-11-09,STN01,Delhi (RK Puram),28.56,77.18,664.45,1112.11,74.22,3.53,61.88,296017.17,2.853158122956972,2.424789456143201e-05,1.2362507542318645e-07,2.7563350569299288,246.68536815417892,0.010173234123452635,289.6889166711278,64.84687245524678,771.6683411132537,0.9278191813627275,-2.6625940109437725,2.208149194353948,0.007808290704769941,313,11
2025-11-10,STN01,Delhi (RK Puram),28.56,77.18,623.43,1036.4,72.94,1.01,58.59,274661.91,2.686965416648733,2.37022994702394e-05,1.8012925923795053e-07,2.617050456215258,228.89147586732474,0.009656681414430905,290.31615596063153,57.422728128591245,810.1536371285702,2.1530403264168254,-1.7084352226724886,2.853158122956972,0.010173234123452635,314,11
2025-11-11,STN01,Delhi (RK Puram),28.56,77.18,613.6,1030.35,74.41,1.0,58.22,288828.76,2.6833985667038407,2.5468628573148495e-05,2.436101536821545e-07,2.5729213975697744,240.6882855642448,0.009450160668333846,292.3303577896237,67.1725554953743,741.2743326508263,2.4861835925134423,-2.5561890731109256,2.686965416648733,0.009656681414430905,315,11
2025-11-12,STN01,Delhi (RK Puram),28.56,77.18,563.65,901.76,64.9,1.0,53.47,250541.54,2.467774660164641,2.386943353153206e-05,2.499717074601403e-07,2.3667776709169184,208.78687663623472,0.008746884337828904,291.23091738126305,70.9895344958515,793.2002956882438,1.8798793698555432,-1.8324914758055488,2.6833985667038407,0.009450160668333846,316,11
2025-11-13,STN01,Delhi (RK Puram),28.56,77.18,565.79,943.68,85.97,1.22,52.18,279477.63,2.4609481218000084,2.7247815219559954e-05,2.5736825378558303e-07,2.3306839197203395,232.89688972612643,0.008547154654216795,291.34470353422347,59.602673736453326,686.3376435148716,1.5954738096736625,-2.6708359713156966,2.467774660164641,0.008746884337828904,317,11
2025-11-14,STN01,Delhi (RK Puram),28.56,77.18,509.47,814.76,78.67,1.0,46.29,256325.25,2.187608150812517,2.8435099449236154e-05,1.1327384335874283e-07,2.058153424789227,213.60605494153523,0.0075119002158826435,291.1100392188278,69.01015767117977,663.0529483543323,1.9630311038478794,-3.249374363806812,2.4609481218000084,0.008547154654216795,318,11
2025-11-15,STN01,Delhi (RK Puram),28.56,77.18,494.16,801.04,73.99,1.42,46.19,234580.72,2.1543907409724303,2.6049404524689442e-05,2.996988704625394e-07,2.051339121678308,195.4832471376684,0.0075041600018526744,291.91969148492,73.07901418629235,712.7417750549725,1.870484589032898,-2.9629954369324687,2.187608150812517,0.0075119002158826435,319,11
2025-11-16,STN01,Delhi (RK Puram),28.56,77.18,431.35,731.08,82.3,1.0,40.87,206227.67,1.8982225667812491,2.615509313359995e-05,1.7624857628761388e-07,1.8067977492831788,171.8551448329236,0.006570331016286455,290.0480639813614,58.98609633168809,723.7891754867126,2.1606269110822773,-1.9910326710607071,2.1543907409724303,0.0075041600018526744,320,11
2025-11-17,STN01,Delhi (RK Puram),28.56,77.18,352.39,605.91,74.85,1.0,30.76,147072.1,1.5009368315728384,2.450944823057135e-05,1.5853793219246482e-07,1.3764603694951345,122.55293438647399,0.005000035578370778,292.09382205082704,61.780712401807065,764.1743883429881,1.4212938300532119,-1.8388559565603968,1.8982225667812491,0.006570331016286455,321,11
2025-11-18,STN01,Delhi (RK Puram),28.56,77.18,381.78,638.37,80.03,1.0,33.28,175613.5,1.6061672147060955,2.72067229073271e-05,1.9529141025280146e-07,1.4872663881783768,146.3434783292501,0.005378764400224991,289.88788128264554,66.76602282872203,689.1118511723982,1.8633824313664316,-2.3307374004084105,1.5009368315728384,0.005000035578370778,322,11
2025-11-19,STN01,Delhi (RK Puram),28.56,77.18,345.68,599.58,77.7,2.41,29.55,144225.35,1.4460062682542925,2.5454800033775753e-05,2.1692838198394203e-07,1.3078738966127956,120.18635832633738,0.004721388938567801,290.82676713671486,66.09732468913828,732.832269682416,2.5437786030215417,-2.761643674554515,1.6061672147060955,0.005378764400224991,323,11
2025-11-20,STN01,Delhi (RK Puram),28.56,77.18,292.42,522.92,69.63,1.0,24.5,112751.5,1.1993546832315174,2.377806860615674e-05,2.11252620583275e-07,1.1029965118603293,93.95906760972626,0.003951116495791345,290.65350657648804,61.62649643165172,798.7248539157282,2.199760578828311,-2.1915118158662636,1.4460062682542925,0.004721388938567801,324,11
2025-11-21,STN01,Delhi (RK Puram),28.56,77.18,238.36,435.13,92.42,1.0,19.07,106462.47,0.9741675284646343,2.9773714119245076e-05,1.3399553337118924e-07,0.857313076171856,88.71832426666478,0.0029796731173744226,290.22674240511446,66.59860178689993,626.1783282775723,2.375584473206442,-2.696915389078819,1.1993546832315174,0.003951116495791345,325,11
2025-11-22,STN01,Delhi (RK Puram),28.56,77.18,172.76,307.4,75.69,1.0,13.45,67649.18,0.7013295832862082,2.6997094579365633e-05,1.4008171386947004e-07,0.6088866740069107,56.37795081589144,0.0020882199571990497,288.15720982461784,62.48168790706943,703.3767326427334,1.4541736916482726,-1.863016855860573,0.9741675284646343,0.0029796731173744226,326,11
2025-11-23,STN01,Delhi (RK Puram),28.56,77.18,167.22,277.87,82.09,3.42,12.3,66755.71,0.6785205301995269,2.9077580488456673e-05,2.1325130008159742e-07,0.5545704751345447,55.62468766069205,0.0019128497676297528,289.7349685674611,70.89946036973592,642.1278620709812,2.592037791349017,-2.1916683825681207,0.7013295832862082,0.0020882199571990497,327,11
2025-11-24,STN01,Delhi (RK Puram),28.56,77.18,112.4,221.99,82.2,1.0,7.01,35613.43,0.4509311316792874,2.9200451330774272e-05,2.3825261136189295e-07,0.3128813866000055,29.68355316915082,0.0010165489773314765,290.9194620242334,66.91914699757059,650.4309214667626,2.2440340974057826,-2.29291207552072,0.6785205301995269,0.0019128497676297528,328,11
2025-11-25,STN01,Delhi (RK Puram),28.56,77.18,63.22,111.27,79.43,1.0,2.1,4524.46,0.20435250299401583,2.732556621016109e-05,1.8996562060814945e-07,0.0979623275947955,3.7767307369420346,0.00013810986721855893,287.6385957639416,68.23166814216992,687.7736455984463,2.2082551721737538,-2.9843333895888327,0.4509311316792874,0.0010165489773314765,329,11
2025-11-26,STN01,Delhi (RK Puram),28.56,77.18,50.23,106.09,82.81,1.45,2.33,4764.21,0.1911382718674759,2.7070533408577077e-05,2.0177707932404152e-07,0.0994033083415091,3.9695095220381975,0.0001464577394660312,289.41187413579456,63.573936978468886,696.0787331943999,2.257826494759212,-2.9117477008323385,0.20435250299401583,0.00013810986721855893,330,11
2025-11-27,STN01,Delhi (RK Puram),28.56,77.18,65.26,153.3,75.16,3.47,2.04,4431.09,0.20554054352165915,2.5714831028563965e-05,1.5509995297023788e-07,0.09014302769329689,3.685118026421495,0.00014317396632149666,288.62655533974817,52.873756233397465,723.5753858878044,3.0012567061232764,-2.3283570104391065,0.1911382718674759,0.0001464577394660312,331,11
2025-11-28,STN01,Delhi (RK Puram),28.56,77.18,42.4,95.48,89.32,4.13,2.52,4948.38,0.198514880438147,2.7438561920797528e-05,2.260088544526004e-07,0.09287629026488714,4.125460523488423,0.00015028601500245681,289.92384087934386,73.0073392253411,688.8582321687308,1.1960951531771458,-3.0870710488379944,0.20554054352165915,0.00014317396632149666,332,11
2025-11-29,STN01,Delhi (RK Puram),28.56,77.18,89.7,196.36,89.7,1.0,2.15,5229.67,0.2612294889656012,3.0119693166774733e-05,1.809251377710508e-07,0.09430256713437993,4.359472478185991,0.00014483940629137786,288.68876935662195,63.48739455073558,623.8290099236139,2.0639651507573666,-2.5577757470592535,0.198514880438147,0.00015028601500245681,333,11
2025-11-30,STN01,Delhi (RK Puram),28.56,77.18,56.47,107.11,77.84,2.19,1.66,4311.69,0.17894727809469335,2.546317249531676e-05,2.484144016877967e-07,0.08895492528307604,3.6004328243327617,0.00014125591611141914,288.3867362033792,63.56375864056462,728.9025319579536,1.8429783206702404,-2.4752059896656786,0.2612294889656012,0.00014483940629137786,334,11
2025-12-01,STN01,Delhi (RK Puram),28.56,77.18,57.38,102.17,77.47,4.56,1.95,4331.6,0.20796103161779653,2.5846108422419937e-05,3.4676414972767825e-07,0.09871512857976909,3.6113103358129135,0.0001396554635521157,287.46622788369024,56.15098035500809,730.7622688569604,2.2529284666006753,-2.2166879593137727,0.17894727809469335,0.00014125591611141914,335,12
2025-12-02,STN01,Delhi (RK Puram),28.56,77.18,59.79,114.41,77.99,4.84,2.04,4174.14,0.208273610389656,2.6540308492690096e-05,2.2910046392397792e-07,0.09352987612888496,3.482200513685225,0.0001311559215521192,286.2638313552037,68.24506273027372,702.6631171630241,1.7174999487520881,-2.592317978417722,0.20796103161779653,0.0001396554635521157,336,12
2025-12-03,STN01,Delhi (RK Puram),28.56,77.18,51.96,139.19,93.39,1.0,2.37,5031.46,0.20322397851825577,2.9126370575104875e-05,1.6837912525648052e-07,0.09584749103512832,4.187164180844446,0.00014373338973118672,288.61735428719345,58.36733254392284,652.8634760540501,2.1795559929195245,-3.345105791132815,0.208273610389656,0.0001311559215521192,337,12
2025-12-04,STN01,Delhi (RK Puram),28.56,77.18,66.39,121.46,85.64,1.0,2.31,4843.87,0.18384567457118967,2.834520479535232e-05,2.2518365150251523e-07,0.10244979740418045,4.04526856114111,0.00014259334037120891,288.473822184286,77.7739341252292,656.3297894519251,2.3272218927054773,-2.3500307319852123,0.20322397851825577,0.00014373338973118672,338,12
2025-12-05,STN01,Delhi (RK Puram),28.56,77.18,77.26,148.43,86.95,1.0,2.54,5411.15,0.25213105672137104,3.2531270827453004e-05,1.9312981574578858e-07,0.1087517915607891,4.514072532181838,0.0001388325321789647,287.4757293485436,69.52241987252707,578.5701359192568,2.393174731807312,-2.1880961319716388,0.18384567457118967,0.00014259334037120891,339,12
2025-12-06,STN01,Delhi (RK Puram),28.56,77.18,70.06,140.26,93.1,1.0,2.31,5165.64,0.19469095641936968,3.050534163182436e-05,2.975866920516555e-07,0.10091130631533549,4.309206194283815,0.00014118519489963457,288.38274573707054,62.210478552883785,614.5646603381774,1.310671092627722,-2.3034772550981306,0.25213105672137104,0.0001388325321789647,340,12
2025-12-07,STN01,Delhi (RK Puram),28.56,77.18,58.6,123.46,90.43,1.0,1.99,4790.39,0.16276528431888665,2.9650774759047244e-05,1.5162827418438242e-07,0.092595646727563,3.9945900772608325,0.0001347238760006914,286.87155497173814,64.76255343529539,638.671343971303,1.3615736793783857,-1.7944308687015074,0.19469095641936968,0.00014118519489963457,341,12
2025-12-08,STN01,Delhi (RK Puram),28.56,77.18,56.4,124.03,76.97,1.0,1.85,4253.24,0.2094715277577635,2.697225877867224e-05,1.7369556679675348e-07,0.09048315928515789,3.5461874451068307,0.00013142620351774186,286.6129974915952,62.74699535233983,698.1696731838173,1.4540227185483792,-2.7204804587466214,0.16276528431888665,0.0001347238760006914,342,12
2025-12-09,STN01,Delhi (RK Puram),28.56,77.18,60.43,130.49,79.05,1.0,2.38,4993.42,0.22030291597927862,2.7720673884903607e-05,2.244445645338539e-07,0.10025775846486021,4.162664322336553,0.00015007999703982447,288.1435226834969,67.7963677599818,673.6268305861673,2.0930712124051802,-2.98589601685541,0.2094715277577635,0.00013142620351774186,343,12
2025-12-10,STN01,Delhi (RK Puram),28.56,77.18,60.0,112.48,84.52,1.0,2.33,5468.41,0.2030106397656979,2.8708693722315558e-05,1.414016652848525e-07,0.0986834470374845,4.565384356770961,0.00015907512653859113,287.7240735668734,65.37189870524014,652.6149393531009,1.7933375379225536,-2.940730571328708,0.22030291597927862,0.00015007999703982447,344,12
2025-12-11,STN01,Delhi (RK Puram),28.56,77.18,65.78,113.13,95.74,3.11,1.95,5333.07,0.22126151739952377,3.345491079725256e-05,1.4287886132815376e-07,0.10221285029166734,4.452947236099062,0.0001332935951822955,286.51356486144465,64.11106001238137,559.7978403817882,2.6411880520013096,-3.3449621692675526,0.2030106397656979,0.00015907512653859113,345,12
2025-12-12,STN01,Delhi (RK Puram),28.56,77.18,57.11,107.21,82.19,1.0,2.43,4765.91,0.19986240352454085,2.808204134958911e-05,1.6064601104135454e-07,0.09990946084286952,3.970053524806856,0.00014136654149221443,288.3250177385555,64.23911252319543,672.7811507808678,0.9874473403774431,-1.999895742734727,0.22126151739952377,0.0001332935951822955,346,12
2025-12-13,STN01,Delhi (RK Puram),28.56,77.18,96.24,170.54,101.74,1.43,2.21,5805.74,0.2679299009896319,3.510155702770556e-05,2.7219222242373847e-07,0.10049984825353725,4.838664145730866,0.00013800861070875924,288.0518728785079,58.35841340554823,531.1826224141294,1.4863304862733542,-1.5134401052732056,0.19986240352454085,0.00014136654149221443,347,12
2025-12-14,STN01,Delhi (RK Puram),28.56,77.18,70.17,128.43,96.01,1.24,2.15,4823.59,0.2077711700604249,3.1000780960369806e-05,1.9862043866479377e-07,0.10574665385695259,4.020465624442031,0.00012976706859755936,286.147231359719,66.55338844866604,598.681640724656,2.1890353892828474,-3.6997816831353365,0.2679299009896319,0.00013800861070875924,348,12
2025-12-15,STN01,Delhi (RK Puram),28.56,77.18,71.94,158.48,100.17,1.56,2.56,5022.79,0.26465141304923234,3.275798485646035e-05,2.3730773180912592e-07,0.09990228582746914,4.189819480247442,0.00012807690089580598,285.81532270509143,58.34230158780342,572.9701610129457,3.0622188968250597,-2.128483480664942,0.2077711700604249,0.00012976706859755936,349,12
2025-12-16,STN01,Delhi (RK Puram),28.56,77.18,83.81,180.73,96.48,1.0,2.3,5364.9,0.22441998770249255,3.318261741896531e-05,2.1558688710784018e-07,0.1039564006184449,4.479966803913295,0.00013513199734807577,286.6988298906464,65.87172821262841,557.2919550108162,2.2072339664538054,-2.5515308988260528,0.26465141304923234,0.00012807690089580598,350,12
2025-12-17,STN01,Delhi (RK Puram),28.56,77.18,60.76,106.81,81.73,3.31,2.43,5099.31,0.22159854132877488,2.8653866273058e-05,2.125211213979693e-07,0.09640786286374936,4.256810524497571,0.00014850220218240651,287.77044784016726,56.83880438028825,656.3355199439047,1.7459343617620902,-1.8241306670821875,0.22441998770249255,0.00013513199734807577,351,12
